leverans_id,prenumeration_id,kund_id,pren_startdatum,paus_från,paus_till,pren_avslutsdatum,kasstyp,kostpreferens,antal_portioner,leveransvecka,leveransdatum,postnummer,veckapris,leveransstatus,recept_1,recept_2,recept_3,omdöme_text,omdömesdatum,omdömesbetyg
LEV-2024-000862,PREN-1157,KUND-05156,2024-08-17,,,,KLASSISK,Normal,2,2024-W38,2024-09-18,10610,499,Levererad,Köttfärssås med pasta,Panerad fisk med remouladsås,Pasta Carbonara,,,
LEV-2024-000863,PREN-1159,KUND-05158,2024-04-07,,,,Klassisk,Standard,4,2024-W38,2024-09-18,80412,699,Levererad,Laxfile med potatismos,Fläskfilé med gräddsås,Köttfärssås med pasta,,,
LEV-2024-000864,PREN-1160,KUND-05159,2024-04-28,,,,Familj,Laktosfri,4,2024-W38,2024-09-18,10853,749,Levererad,Pizza med färskost,Tacos,Korv stroganoff,,,
LEV-2024-000865,PREN-1164,KUND-05163,2024-07-09,,,,Klassisk,Standard,4,2024-W38,2024-09-18,11844,699,Levererad,Kyckling Tikka Masala,Panerad fisk med remouladsås,Köttfärssås med pasta,,,
LEV-2024-000866,PREN-1165,KUND-05164,2024-04-22,,,,Klassisk,Fläskfri,2,2024-W38,2024-09-18,10120,499,OK,Pasta Carbonara,Kycklinggryta med ris,Biff med bearnaise,,,
LEV-2024-000867,PREN-1166,KUND-05165,2024-05-14,2024-09-03,2024-09-15,2024-09-29,Familj,Standard,4,2024-W38,2024-09-17,50588,719,Missad,Fiskpinnar med potatismos,Köttbullar med makaroner,Pannkakor med sylt,Missad leverans IGEN. Funderar på att avsluta.,2024-09-19,1
LEV-2024-000868,PREN-1167,KUND-05166,2024-04-09,,,,Klassisk,Standard,4,2024-W38,2024-09-17,10140,699,Levererad,Laxfile med potatismos,Biff med bearnaise,Pasta Carbonara,Bra variation och tydliga instruktioner.,2024-09-20,4
LEV-2024-000869,PREN-1168,KUND-05167,2024-08-25,,,,Klassisk,Standard,4,2024-W38,2024-09-18,11719,699,Levererad,Panerad fisk med remouladsås,Köttfärssås med pasta,Biff med bearnaise,,,
LEV-2024-000870,PREN-1169,KUND-05168,2024-07-12,,,,Klassisk,standard,6,2024-W38,2024-09-17,10273,899,Levererad,Kyckling Tikka Masala,Laxfile med potatismos,Biff med bearnaise,,,
LEV-2024-000871,PREN-1170,KUND-05169,2024-05-02,,,,Klassisk,,4,2024-W38,2024-09-16,90498,699,Levererad,Fläskfilé med gräddsås,Panerad fisk med remouladsås,Pasta Carbonara,,,
LEV-2024-000872,PREN-1172,KUND-05171,2024-07-03,,,,Vegetarisk,,2,2024-W38,2024-09-17,10713,479,Levererad,Vegetarisk lasagne,Grönsaksgratäng,Falafel med hummus,,,
LEV-2024-000873,PREN-1174,KUND-05173,2024-04-20,,,,Klassisk,Standard,2,2024-W38,2024-09-16,60891,499,levererad,Pasta Carbonara,Fläskfilé med gräddsås,Kycklinggryta med ris,Äntligen vegetariska recept som hela familjen gillar.,2024-09-19,4
LEV-2024-000874,PREN-1176,KUND-05175,2024-04-22,,,,Klassisk,Standard,4,2024-W38,2024-09-18,10488,SEK 699,Levererad,Laxfile med potatismos,Biff med bearnaise,Panerad fisk med remouladsås,,,
LEV-2024-000875,PREN-1178,KUND-05177,2024-06-08,,,,Familj,Laktosfri,4,2024-W38,2024-09-17,40790,749,OK,Korv stroganoff,Pannkakor med sylt,Fiskpinnar med potatismos,,,
LEV-2024-000876,PREN-1179,KUND-05178,2024-06-03,,,,Familj,standard,4,2024-W38,2024-09-17,10030,719,Levererad,Barnens favorit-pasta,Tacos,Pizza med färskost,,,
LEV-2024-000877,PREN-1180,KUND-05179,2024-09-04,,,2024-10-02,Klassisk,Glutenfri,2,2024-W38,2024-09-16,80561,549,Missad,Köttfärssås med pasta,Kycklinggryta med ris,Panerad fisk med remouladsås,,,
LEV-2024-000878,PREN-1184,KUND-05183,2024-09-01,,,2024-09-29,Snabb & Enkel,Standard,4,2024-W38,2024-09-18,21165,659,Levererad,Snabb tomatsoppa,Ramen-nudlar,Sallad med räkor,"Sådär. Några recept var bra, andra inte.",2024-09-21,3
LEV-2024-000879,PREN-1188,KUND-05187,2024-07-27,,,,Klassisk,Glutenfri,2,2024-W38,2024-09-18,60530,549,Levererad,Kyckling Tikka Masala,Köttfärssås med pasta,Fläskfilé med gräddsås,Goda recept denna vecka! Speciellt Köttfärssås med pasta.,2024-09-23,5
LEV-2024-000880,PREN-1189,KUND-05188,2024-08-31,,,,Klassisk,Glutenfri,4,2024-W38,2024-09-18,,749,Levererad,Panerad fisk med remouladsås,Kycklinggryta med ris,Köttfärssås med pasta,,,
LEV-2024-000881,PREN-1193,KUND-05192,2024-07-16,,,,Vegetarisk,Standard,4,2024-W38,2024-09-17,50027,679,Levererad,Thai-curry med tofu,Falafel med hummus,Pasta med pesto och mozarella,Perfekta portionsstorlekar och fräscha ingredienser.,2024-09-20,5
LEV-2024-000882,PREN-1196,KUND-05195,2024-06-17,,,,Family,Laktosfri,4,vecka 38,2024-09-17,20754,749,OK,Fiskpinnar med potatismos,Tacos,Köttbullar med makaroner,,,
LEV-2024-000883,PREN-1200,KUND-05199,2024-09-16,,,2024-09-30,Snabb & enkel,unknown,4,2024-W38,2024-09-17,10451,709,Levererad,Snabb pasta pesto,Wrap med kyckling,Quesadillas,,,
LEV-2024-000884,PREN-1201,KUND-05200,2024-04-24,,,,Family,standard,6,v.38,2024-09-18,50032,919,Missad,Köttbullar med makaroner,Chicken nuggets-sallad,Barnens favorit-pasta,Leveransen kom aldrig fram. Helt oacceptabelt!,2024-09-21,1
LEV-2024-000885,PREN-1203,KUND-05202,2024-06-26,,,2024-11-30,Klassisk,Fläskfri,4,2024-W38,2024-09-17,20274,699,Levererad,Köttfärssås med pasta,Pasta Carbonara,Kyckling Tikka Masala,Snabb leverans och allt var fräscht.,2024-09-19,4
LEV-2024-000886,PREN-1205,KUND-05204,2024-08-11,,,2024-10-20,Klassisk,Standard,2,2024-W38,2024-09-18,80751,499,Levererad,Panerad fisk med remouladsås,Biff med bearnaise,Köttfärssås med pasta,,,
LEV-2024-000887,PREN-1208,KUND-05207,2024-05-28,,,,Klassisk,Standard,2,2024-W38,2024-09-16,41957,499,Levererad,Biff med bearnaise,Köttfärssås med pasta,Panerad fisk med remouladsås,Perfekta portionsstorlekar och fräscha ingredienser.,2024-09-19,5
LEV-2024-000888,PREN-1210,KUND-05209,2024-04-21,,,,Snabb & Enkel,Standard,4,2024-W38,2024-09-17,60383,659,Levererad,Snabb tomatsoppa,Snabb pasta pesto,Quesadillas,,,
LEV-2024-000889,PREN-1212,KUND-05211,2024-04-16,,,,Vegetarisk,Standard,2,2024-W38,2024-09-17,10410,479,Levererad,Pasta med pesto och mozarella,Falafel med hummus,Vegetarisk lasagne,Bästa matkassen vi testat. Rekommenderas!,2024-09-20,4
LEV-2024-000890,PREN-1215,KUND-05214,2024-08-15,,,,Klassisk,Fläskfri,4,2024-W38,2024-09-18,41469,699,Levererad,Kyckling Tikka Masala,Köttfärssås med pasta,Biff med bearnaise,,,
LEV-2024-000891,PREN-1216,KUND-05215,2024-08-16,,,2024-10-04,Klassisk,Standard,4,2024-W38,2024-09-18,10324,699,Levererad,Kyckling Tikka Masala,Laxfile med potatismos,Panerad fisk med remouladsås,,,
LEV-2024-000892,PREN-1218,KUND-05217,2024-06-03,,,,Familj,Normal,4,2024-W38,2024-09-17,10027,719,Levererad,Pannkakor med sylt,Tacos,Köttbullar med makaroner,Överraskad över hur gott det blev! Ny favoriträtt.,2024-09-22,4
LEV-2024-000893,PREN-1219,KUND-05218,2024-06-22,,,2024-10-07,Vegetarisk,Laktosfri,4,2024-W38,2024-09-17,10294,709,Levererad,Falafel med hummus,Vegansk burrito bowl,Thai-curry med tofu,Äntligen vegetariska recept som hela familjen gillar.,2024-09-24,4
LEV-2024-000894,PREN-1220,KUND-05219,2024-08-22,,,,Snabb & Enkel,glutenfri,6,2024-W38,2024-09-18,40681,909,Levererad,Snabb pasta pesto,Ramen-nudlar,Toast med avokado och ägg,,,
LEV-2024-000895,PREN-1001,KUND-05000,2024-09-12,,,,Standard,Laktosfri,2,v.39,2024-09-23,10196,529,Levererad,Biff med bearnaise,Kyckling Tikka Masala,Fläskfilé med gräddsås,"Fungerar, men recepten börjar bli repetitiva.",2024-09-25,3
LEV-2024-000896,PREN-1002,KUND-05001,2024-04-10,,,,Klassisk,Standard,4,2024-W39,2024-09-25,10393,699,Levererad,Panerad fisk med remouladsås,Köttfärssås med pasta,Biff med bearnaise,Barnen älskade Panerad fisk med remouladsås. Kommer definitivt beställa igen!,2024-10-02,4
LEV-2024-000897,PREN-1004,KUND-05003,2024-09-03,,,,Standard,Standard,4,2024-W39,2024-09-25,10620,SEK 699,LEVERERAD,Biff med bearnaise,Laxfile med potatismos,Panerad fisk med remouladsås,,,
LEV-2024-000898,PREN-1005,KUND-05004,2024-09-07,,,,Snabb & Enkel,Standard,2,2024-W39,2024-09-23,10347,459,Levererad,15-minuters wok,Wrap med kyckling,Snabb tomatsoppa,,,
LEV-2024-000899,PREN-1007,KUND-05006,2024-09-04,,,,Veggie,Standard,2,2024-W39,2024-09-24,20491,479,Levererad,Pasta med pesto och mozarella,Svamprisotto,Grönsaksgratäng,Enkel att laga och gott resultat. Sparar tid i vardagen!,2024-10-01,4
LEV-2024-000900,PREN-1009,KUND-05008,2024-09-16,,,,Vegetarisk,Glutenfri,4,2024-W39,2024-09-24,10241,729,OK,Thai-curry med tofu,Grönsaksgratäng,Vegetarisk lasagne,Barnen älskade Grönsaksgratäng. Kommer definitivt beställa igen!,2024-09-30,5
LEV-2024-000901,PREN-1017,KUND-05016,2024-05-26,,,2024-09-24,Snabb & Enkel,Laktosfri,4,2024-W39,2024-09-24,S-40695,689,Levererad,15-minuters wok,Ramen-nudlar,Wrap med kyckling,"Bra vissa veckor, sämre andra. Ojämnt.",2024-09-27,3
LEV-2024-000902,PREN-1021,KUND-05020,2024-07-16,,,,Veg,Laktosfri,4,2024-W39,2024-09-23,80117,709,Missad,Svamprisotto,Pasta med pesto och mozarella,Vegansk burrito bowl,Leveransen kom aldrig fram. Helt oacceptabelt!,2024-09-25,2
LEV-2024-000903,PREN-1023,KUND-05022,2024-04-21,,,,Klassisk,glutenfri,4,2024-W39,2024-09-25,10811,749,Levererad,Pasta Carbonara,Fläskfilé med gräddsås,Kyckling Tikka Masala,"Sådär. Några recept var bra, andra inte.",2024-09-28,3
LEV-2024-000904,PREN-1026,KUND-05025,2024-08-18,,,2024-09-29,Klassisk,Standard,2,2024-W39,2024-09-23,20830,499,Levererad,Pasta Carbonara,Laxfile med potatismos,Kycklinggryta med ris,,,
LEV-2024-000905,PREN-1027,KUND-05026,2024-09-01,,,,Klassisk,Glutenfri,4,2024-W39,2024-09-23,70941,749,Levererad,Kycklinggryta med ris,Biff med bearnaise,Panerad fisk med remouladsås,Goda recept denna vecka! Speciellt Kycklinggryta med ris.,2024-09-28,4
LEV-2024-000906,PREN-1028,KUND-05027,2024-09-17,,,2024-10-08,Vegetarisk,Standard,6,2024-W39,2024-09-25,10540,879,Levererad,Vegansk burrito bowl,Falafel med hummus,Thai-curry med tofu,,,
LEV-2024-000907,PREN-1029,KUND-05028,2024-06-17,,,,VEGETARISK,Nötfri,6,2024-W39,2024-09-25,10982,899,Levererad,Grönsaksgratäng,Svamprisotto,Halloumisallad,Överraskad över hur gott det blev! Ny favoriträtt.,2024-10-02,5
LEV-2024-000908,PREN-1031,KUND-05030,2024-09-16,,,2024-09-30,vegetarisk,Standard,fyra,2024-W39,2024-09-24,60127,679,Levererad,Svamprisotto,Pasta med pesto och mozarella,Vegetarisk lasagne,Bästa matkassen vi testat. Rekommenderas!,2024-09-28,5
LEV-2024-000909,PREN-1033,KUND-05032,2024-04-25,,,,Vegetarisk,Glutenfri,2,2024-W39,2024-09-23,11291,529,Levererad,Grönsaksgratäng,Falafel med hummus,Thai-curry med tofu,,,
LEV-2024-000910,PREN-1034,KUND-05033,2024-08-23,,,,Klassisk,Ingen preferens,6,2024-W39,2024-09-23,60814,899,LEVERERAD,Laxfile med potatismos,Kyckling Tikka Masala,Pasta Carbonara,,,
LEV-2024-000911,PREN-1036,KUND-05035,2024-08-23,,,,Snabb & Enkel,unknown,4,2024-W39,2024-09-25,,659,Levererad,Wrap med kyckling,Snabb tomatsoppa,Snabb pasta pesto,,,
LEV-2024-000912,PREN-1039,KUND-05038,2024-05-29,,,,Klassisk,Standard,2,2024-W39,2024-09-24,50454,499,Missad,Kyckling Tikka Masala,Pasta Carbonara,Laxfile med potatismos,"Var är min matkasse?! Ingen info, ingen leverans.",2024-09-26,2
LEV-2024-000913,PREN-1042,KUND-05041,2024-08-13,,,,Snabb & Enkel,Standard,4,2024-W39,2024-09-25,41356,659,Levererad,Sallad med räkor,Quesadillas,Toast med avokado och ägg,,,
LEV-2024-000914,PREN-1044,KUND-05043,2024-07-14,,,,Familj,Standard,4,2024-W39,2024-09-23,40696,719,Levererad,Köttbullar med makaroner,Pannkakor med sylt,Chicken nuggets-sallad,,,
LEV-2024-000915,PREN-1045,KUND-05044,2024-08-20,,,,Familj,Standard,4,2024-W39,2024-09-23,41993,719,Levererad,Barnens favorit-pasta,Köttbullar med makaroner,Pannkakor med sylt,,,
LEV-2024-000916,PREN-1046,KUND-05045,2024-09-21,,,2024-11-02,Klassisk,Standard,6,2024-W39,2024-09-23,41294,899,Levererad,Köttfärssås med pasta,Panerad fisk med remouladsås,Pasta Carbonara,"Sådär. Några recept var bra, andra inte.",2024-09-26,3
LEV-2024-000917,PREN-1048,KUND-05047,2024-08-01,,,2024-10-07,Vegetarisk,Laktosfri,4,2024-W39,2024-09-24,609 34,709,Levererad,Halloumisallad,Thai-curry med tofu,Svamprisotto,,,
LEV-2024-000918,PREN-1050,KUND-05049,2024-08-12,,,,Veg,Standard,6,W39-2024,2024-09-23,10269,879,Levererad,Vegansk burrito bowl,Falafel med hummus,Vegetarisk lasagne,Laktosfri-recepten smakar inte lika bra. Besviken.,2024-09-30,2
LEV-2024-000919,PREN-1051,KUND-05050,2024-09-01,,,,KLASSISK,Laktosfri,4 st,2024-W39,2024-09-23,50864,729,Levererad,Biff med bearnaise,Fläskfilé med gräddsås,Laxfile med potatismos,"Fungerar, men recepten börjar bli repetitiva.",2024-09-26,3
LEV-2024-000920,PREN-1054,KUND-05053,2024-05-11,,,,Familj,Standard,4,2024-W39,2024-09-25,21617,719,Missad,Tacos,Köttbullar med makaroner,Barnens favorit-pasta,Missad leverans IGEN. Funderar på att avsluta.,2024-09-26,2
LEV-2024-000921,PREN-1055,KUND-05054,2024-04-07,,,,Snabb & Enkel,,2,2024-W39,2024-09-25,10548,489,Levererad,Snabb tomatsoppa,Wrap med kyckling,Snabb pasta pesto,,,
LEV-2024-000922,PREN-1057,KUND-05056,2024-09-20,,,,Familj,Standard,4,2024-W39,2024-09-23,20289,719,Levererad,Tacos,Pannkakor med sylt,Fiskpinnar med potatismos,,,
LEV-2024-000923,PREN-1058,KUND-05057,2024-08-31,,,2024-10-05,Vegetarisk,N/A,"""4""",2024-W39,2024-09-25,SE-107 33,679,Levererad,Pasta med pesto och mozarella,Halloumisallad,Falafel med hummus,,,
LEV-2024-000924,PREN-1059,KUND-05058,2024-07-27,,,,Klassisk,Laktosfri,2,39,2024-09-23,41642,529,Levererad,Biff med bearnaise,Fläskfilé med gräddsås,Kyckling Tikka Masala,,,
LEV-2024-000925,PREN-1061,KUND-05060,2024-07-30,2024-08-27,2024-09-17,,Familj,Laktosfri,4,2024-W39,2024-09-24,,749,Levererad,Fiskpinnar med potatismos,Tacos,Barnens favorit-pasta,,,
LEV-2024-000926,PREN-1062,KUND-05061,2024-06-20,,,,Vegetarisk,Nötfri,2,2024-W39,2024-09-24,70319,499,LEVERERAD,Falafel med hummus,Thai-curry med tofu,Vegansk burrito bowl,Snabb leverans och allt var fräscht.,2024-09-28,4
LEV-2024-000927,PREN-1064,KUND-05063,2024-08-09,,,,VEGETARISK,Standard,4,2024-W39,2024-09-24,20656,679,Levererad,Pasta med pesto och mozarella,Halloumisallad,Falafel med hummus,Goda recept denna vecka! Speciellt Pasta med pesto och mozarella.,2024-09-26,4
LEV-2024-000928,PREN-1067,KUND-05066,2024-07-29,,,,Vegetarisk,Standard,2,2024-W39,2024-09-25,20533,479,Levererad,Vegansk burrito bowl,Svamprisotto,Grönsaksgratäng,,,
LEV-2024-000929,PREN-1070,KUND-05069,2024-09-18,,,,Vegetarisk,Standard,4,2024-W39,2024-09-25,11852,679,OK,Pasta med pesto och mozarella,Falafel med hummus,Vegansk burrito bowl,,,
LEV-2024-000930,PREN-1076,KUND-05075,2024-04-23,,,,Snabb & Enkel,Standard,4,vecka 39,2024-09-23,21938,659,Missad,Snabb pasta pesto,Sallad med räkor,Quesadillas,Inget paket denna vecka trots att jag betalat.,2024-09-26,1
LEV-2024-000931,PREN-1083,KUND-05082,2024-09-15,,,,KLASSISK,Inga,6,2024-W39,2024-09-25,11721,899,Levererad,Pasta Carbonara,Panerad fisk med remouladsås,Köttfärssås med pasta,,,
LEV-2024-000932,PREN-1084,KUND-05083,2024-06-23,,,,Familj,Glutenfri,4,2024-W39,2024-09-25,40494,769,Levererad,Chicken nuggets-sallad,Barnens favorit-pasta,Pannkakor med sylt,,,
LEV-2024-000933,PREN-1085,KUND-05084,2024-07-27,,,,Klassisk,Standard,2,2024-W39,2024-09-25,41810,499,Levererad,Laxfile med potatismos,Kyckling Tikka Masala,Fläskfilé med gräddsås,,,
LEV-2024-000934,PREN-1088,KUND-05087,2024-04-25,,,,Standard,Glutenfri,2,2024-W39,2024-09-23,70273,549,Levererad,Laxfile med potatismos,Pasta Carbonara,Biff med bearnaise,,,
LEV-2024-000935,PREN-1091,KUND-05090,2024-08-28,,,,Snabb & Enkel,Standard,2,2024-W39,2024-09-25,21552,459,Levererad,Toast med avokado och ägg,Sallad med räkor,Ramen-nudlar,,,
LEV-2024-000936,PREN-1092,KUND-05091,2024-06-23,,,,Snabb & Enkel,Fläskfri,2,2024-W39,2024-09-23,11615,459,levererad,Sallad med räkor,Snabb tomatsoppa,Snabb pasta pesto,,,
LEV-2024-000937,PREN-1093,KUND-05092,2024-09-18,,,,Familj,Standard,4,2024-W39,2024-09-24,70274,719,LEVERERAD,Fiskpinnar med potatismos,Korv stroganoff,Pannkakor med sylt,,,
LEV-2024-000938,PREN-1094,KUND-05093,2024-04-27,,,,Snabb & Enkel,Standard,fyra,2024-W39,2024-09-25,20262,659,Levererad,Snabb pasta pesto,Ramen-nudlar,Quesadillas,,,
LEV-2024-000939,PREN-1095,KUND-05094,2024-09-08,,,,Familj,,6,2024-W39,2024-09-24,50858,919,Levererad,Korv stroganoff,Pizza med färskost,Köttbullar med makaroner,,,
LEV-2024-000940,PREN-1097,KUND-05096,2024-04-27,,,,Familj,LAKTOSFRI,4,2024-W39,2024-09-24,10413,749,Levererad,Barnens favorit-pasta,Köttbullar med makaroner,Tacos,Överraskad över hur gott det blev! Ny favoriträtt.,2024-09-30,4
LEV-2024-000941,PREN-1098,KUND-05097,2024-06-03,,,,Vegetarisk,Standard,fyra,2024-W39,2024-09-24,10188,679,Levererad,Grönsaksgratäng,Vegetarisk lasagne,Pasta med pesto och mozarella,,,
LEV-2024-000942,PREN-1103,KUND-05102,2024-09-22,,,,Familj,Laktosfri,4,2024-W39,2024-09-23,10190,749,Levererad,Köttbullar med makaroner,Tacos,Korv stroganoff,,,
LEV-2024-000943,PREN-1108,KUND-05107,2024-09-21,,,2024-11-02,Klassisk,Standard,4,W39-2024,2024-09-23,11370,699,Delivered,Laxfile med potatismos,Biff med bearnaise,Kycklinggryta med ris,Bästa matkassen vi testat. Rekommenderas!,2024-09-25,4
LEV-2024-000944,PREN-1109,KUND-05108,2024-09-05,,,,Klassisk,Standard,4,2024-W39,2024-09-25,60493,699,Levererad,Fläskfilé med gräddsås,Pasta Carbonara,Köttfärssås med pasta,"Sådär. Några recept var bra, andra inte.",2024-09-27,3
LEV-2024-000945,PREN-1110,KUND-05109,2024-08-06,,,,Klassisk,Standard,4,2024-W39,2024-09-25,11595,699,Levererad,Kyckling Tikka Masala,Panerad fisk med remouladsås,Pasta Carbonara,Bästa matkassen vi testat. Rekommenderas!,2024-09-27,4
LEV-2024-000946,PREN-1111,KUND-05110,2024-08-18,,,,Klassisk,LF,2,2024-W39,2024-09-23,11172,529,Levererad,Pasta Carbonara,Köttfärssås med pasta,Fläskfilé med gräddsås,,,
LEV-2024-000947,PREN-1113,KUND-05112,2024-09-14,,,,Klassisk,Normal,0,2024-W39,2024-09-24,10721,499,Levererad,Kyckling Tikka Masala,Biff med bearnaise,Laxfile med potatismos,,,
LEV-2024-000948,PREN-1114,KUND-05113,2024-04-07,,,,Klassisk,Standard,6,2024-W39,2024-09-24,41318,899,Levererad,Panerad fisk med remouladsås,Laxfile med potatismos,Kycklinggryta med ris,,,
LEV-2024-000949,PREN-1117,KUND-05116,2024-08-14,,,,Klassisk,Standard,4,2024-W39,2024-09-25,11923,699,Delivered,Pasta Carbonara,Laxfile med potatismos,Biff med bearnaise,,,
LEV-2024-000950,PREN-1118,KUND-05117,2024-09-06,,,,Klassisk,Laktosfri,6,2024-W39,2024-09-23,20792,929,Levererad,Biff med bearnaise,Panerad fisk med remouladsås,Kycklinggryta med ris,Älskar att slippa planera middagar. Tack!,2024-09-27,5
LEV-2024-000951,PREN-1120,KUND-05119,2024-09-08,,,,Vegetarisk,Standard,2,2024-W39,2024-09-25,90847,479,Missad,Svamprisotto,Falafel med hummus,Pasta med pesto och mozarella,"Var är min matkasse?! Ingen info, ingen leverans.",2024-09-28,2
LEV-2024-000952,PREN-1121,KUND-05120,2024-09-16,,,,Familj,Laktosfri,6,2024-W39,2024-09-24,10739,949:-,Levererad,Barnens favorit-pasta,Pizza med färskost,Pannkakor med sylt,"Sådär. Några recept var bra, andra inte.",2024-10-01,3
LEV-2024-000953,PREN-1128,KUND-05127,2024-04-19,,,,Klassisk,Standard,2,2024-W39,2024-09-24,41358,499,levererad,Kycklinggryta med ris,Laxfile med potatismos,Köttfärssås med pasta,,,
LEV-2024-000954,PREN-1130,KUND-05129,2024-09-18,,,,Classic,Standard,4,2024-W39,2024-09-24,10824,699,Missad,Kycklinggryta med ris,Panerad fisk med remouladsås,Köttfärssås med pasta,Missad leverans IGEN. Funderar på att avsluta.,2024-09-27,1
LEV-2024-000955,PREN-1131,KUND-05130,2024-08-14,,,,Familj,Standard,4,2024-W39,2024-09-25,21036,719,Levererad,Barnens favorit-pasta,Köttbullar med makaroner,Tacos,,,
LEV-2024-000956,PREN-1134,KUND-05133,2024-08-26,,,,Klassisk,Standard,2,2024-W39,2024-09-25,11531,499,Missad,Kyckling Tikka Masala,Kycklinggryta med ris,Köttfärssås med pasta,,,
LEV-2024-000957,PREN-1137,KUND-05136,2024-05-09,,,,Klassisk,Standard,2,2024-W39,2024-09-25,21132,499,Levererad,Köttfärssås med pasta,Kycklinggryta med ris,Biff med bearnaise,,,
LEV-2024-000958,PREN-1138,KUND-05137,2024-08-28,,,,Klassisk,Nötfri,4,2024-W39,2024-09-25,40951,719,Levererad,Kycklinggryta med ris,Köttfärssås med pasta,Panerad fisk med remouladsås,Överraskad över hur gott det blev! Ny favoriträtt.,2024-09-29,4
LEV-2024-000959,PREN-1140,KUND-05139,2024-09-06,,,,Vegetarisk,Standard,4,2024-W39,2024-09-25,70067,679,Levererad,Pasta med pesto och mozarella,Vegansk burrito bowl,Halloumisallad,,,
LEV-2024-000960,PREN-1142,KUND-05141,2024-08-14,,,2024-10-16,Vegetarisk,Standard,2,2024-W39,2024-09-25,SE-106 53,479,Levererad,Vegetarisk lasagne,Grönsaksgratäng,Vegansk burrito bowl,Barnen älskade Vegansk burrito bowl. Kommer definitivt beställa igen!,2024-10-02,4
LEV-2024-000961,PREN-1143,KUND-05142,2024-09-22,,,,Klassisk,Standard,6,2024-W39,2024-09-24,,899,Levererad,Biff med bearnaise,Panerad fisk med remouladsås,Kyckling Tikka Masala,,,
LEV-2024-000962,PREN-1144,KUND-05143,2024-05-08,,,,Snabb & Enkel,Standard,4,2024-W39,2024-09-24,40286,659,Levererad,Sallad med räkor,Wrap med kyckling,15-minuters wok,Barnen älskade Sallad med räkor. Kommer definitivt beställa igen!,2024-09-28,4
LEV-2024-000963,PREN-1145,KUND-05144,2024-06-25,,,,Familj,Standard,6,vecka 39,2024-09-25,41821,919,Levererad,Tacos,Pizza med färskost,Barnens favorit-pasta,,,
LEV-2024-000964,PREN-1146,KUND-05145,2024-07-03,,,,Klassisk,Fläskfri,2,2024-W39,2024-09-23,41338,499,Levererad,Biff med bearnaise,Fläskfilé med gräddsås,Panerad fisk med remouladsås,Överraskad över hur gott det blev! Ny favoriträtt.,2024-09-27,5
LEV-2024-000965,PREN-1147,KUND-05146,2024-08-18,,,,Family,GLUTENFRI,4,2024-W39,2024-09-24,11926,769,levererad,Pannkakor med sylt,Korv stroganoff,Pizza med färskost,,,
LEV-2024-000966,PREN-1149,KUND-05148,2024-07-24,,,,Vegetarisk,Laktosfri,4,2024-W39,2024-09-23,10349,709,Levererad,Halloumisallad,Thai-curry med tofu,Svamprisotto,Enkel att laga och gott resultat. Sparar tid i vardagen!,2024-09-28,4
LEV-2024-000967,PREN-1152,KUND-05151,2024-08-21,,,2024-10-02,Express,Laktosfri,4,2024-W39,2024-09-24,10130,689,Levererad,Quesadillas,Snabb pasta pesto,Ramen-nudlar,,,
LEV-2024-000968,PREN-1156,KUND-05155,2024-07-19,,,,klassisk,Standard,2,2024-W39,2024-09-23,10691,499,Delivered,Fläskfilé med gräddsås,Kyckling Tikka Masala,Panerad fisk med remouladsås,Enkel att laga och gott resultat. Sparar tid i vardagen!,2024-09-28,5
